"Line","Fields","Drug","MechAr"
"18787","Mechanism, Effect","'Sulfamethoxazole/Trimethoprim', 'Warfarin', InteractionType.DRUG_DRUG","'تثبيط استقلاب الوارفارين وتثبيط الفلورا المنتجة لفيتامين K'"
"18796","Mechanism, Effect","'Mupirocin', 'Other topical antibiotics', InteractionType.DRUG_DRUG, I","'تفاعلات موضعية محتملة',"
"18805","Mechanism, Effect","'Balsalazide', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSever","'تأثير على الفلورا المعوية واستقلاب فيتامين K',"
"18814","Mechanism, Effect","'Rufinamide', 'Oral Contraceptives', InteractionType.DRUG_DRUG, Intera","'تحفيز استقلاب الإستروجين',"
"18823","Mechanism, Effect","'Glucagon', 'Beta-Blockers', InteractionType.DRUG_DRUG, InteractionSev","'تضاد في التأثير على الجلوكاجون',"
"18832","Mechanism, Effect","'Insulin Glargine', 'Beta-Blockers', InteractionType.DRUG_DRUG, Intera","'تثبيط أعراض هبوط السكر',"
"18841","Mechanism, Effect","'Avelumab', 'Corticosteroids', InteractionType.DRUG_DRUG, InteractionS","'تثبيط المناعة المتراكم',"
"18850","Effect, Management","'Suvorexant', 'CNS Depressants', InteractionType.DRUG_DRUG, Interactio",""
"18852","Mechanism, Effect","'Diphenhydramine', 'MAO Inhibitors', InteractionType.DRUG_DRUG, Intera","'تضخيم التأثيرات المضادة للكولين',"
"18861","Mechanism, Effect","'Benazepril', 'Potassium Supplements', InteractionType.DRUG_DRUG, Inte","'تقليل إفراز البوتاسيوم',"
"18870","Mechanism, Effect","'Olmesartan', 'NSAIDs', InteractionType.DRUG_DRUG, InteractionSeverity","'تضاد في التأثير على الكلى',"
"18879","Mechanism, Effect","'Belimumab', 'Live Vaccines', InteractionType.DRUG_DRUG, InteractionSe","'تثبيط المناعة',"
"18888","Effect, Management","'Dicyclomine', 'Anticholinergics', InteractionType.DRUG_DRUG, Interact",""
"18890","Mechanism, Effect","'Benzonatate', 'CNS Depressants', InteractionType.DRUG_DRUG, Interacti","'تأثير متراكم على الجهاز العصبي المركزي',"
"18899","Effect, Management","'Benztropine', 'Antipsychotics', InteractionType.DRUG_DRUG, Interactio",""
"18901","Mechanism, Effect","'C1 Esterase Inhibitor', 'Fibrinolytics', InteractionType.DRUG_DRUG, I","'تأثير على نظام التخثر',"
"18910","Mechanism, Effect","'Berotralstat', 'P-glycoprotein Inhibitors', InteractionType.DRUG_DRUG","'زيادة تركيز البروتورالستات',"
"18919","Mechanism, Effect","'Betamethasone', 'NSAIDs', InteractionType.DRUG_DRUG, InteractionSever","'تأثير متراكم على المعدة',"
"18928","Mechanism, Effect","'Bicalutamide', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSeve","'تأثير على استقلاب الوارفارين',"
"18937","Mechanism, Effect","'Bictegravir/Emtricitabine/Tenofovir', 'Antacids', InteractionType.DRU","'تقليل امتصاص البيكتغرافير',"
"18946","Management","'Bisoprolol', 'Calcium Channel Blockers', InteractionType.DRUG_DRUG, I",""
"18948","Effect, Management","'Ibandronate', 'Calcium Supplements', InteractionType.DRUG_DRUG, Inter",""
"18950","Mechanism, Effect","'OnabotulinumtoxinA', 'Aminoglycosides', InteractionType.DRUG_DRUG, In","'تضخيم تأثير الشلل العضلي',"
"18959","Mechanism, Effect","'Fluticasone/Vilanterol', 'Beta-Blockers', InteractionType.DRUG_DRUG, ","'تضاد في التأثير القصبي',"
"18968","Mechanism, Effect","'Brexpiprazole', 'CYP2D6 Inhibitors', InteractionType.DRUG_DRUG, Inter","'زيادة تركيز البريxpiprazole',"
"18977","Effect, Management","'Ticagrelor', 'Aspirin', InteractionType.DRUG_DRUG, InteractionSeverit",""
"18979","Mechanism, Effect","'Brimonidine', 'MAO Inhibitors', InteractionType.DRUG_DRUG, Interactio","'تضخيم التأثير على ضغط الدم',"
"18988","Mechanism, Effect","'Brivaracetam', 'CNS Depressants', InteractionType.DRUG_DRUG, Interact","'تأثير متراكم على الجهاز العصبي المركزي',"
"18997","Mechanism, Effect","'Budesonide', 'CYP3A4 Inhibitors', InteractionType.DRUG_DRUG, Interact","'زيادة تركيز البوديزونايد',"
"19006","Mechanism, Effect","'Bumetanide', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interactio","'تضافر السمية السمعية',"
"19015","Mechanism, Effect","'Buprenorphine', 'Benzodiazepines', InteractionType.DRUG_DRUG, Interac","'تأثير متراكم على الجهاز العصبي المركزي',"
"19024","Mechanism, Effect","'Bupropion', 'MAO Inhibitors', InteractionType.DRUG_DRUG, InteractionS","'زيادة خطر النوبات',"
"19033","Management","'Buspirone', 'MAO Inhibitors', InteractionType.DRUG_DRUG, InteractionS",""
"19035","Effect, Management","'Nebivolol', 'Calcium Channel Blockers', InteractionType.DRUG_DRUG, In",""
"19037","Mechanism, Effect","'Barbiturates', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSeve","'تحفيز الباربيتورات لإنزيمات الكبد CYP2C9 المسؤولة عن استقلا"
"19046","Mechanism, Effect","'Belladonna', 'Haloperidol', InteractionType.DRUG_DRUG, InteractionSev","'تأثير مضاد للكولين متراكم من كلا الدوائين',"
"19055","Mechanism, Effect","'Belladonna', 'Phenothiazines', InteractionType.DRUG_DRUG, Interaction","'تأثير مضاد للكولين متراكم وتفاعل في التأثير على الجهاز العص"
"19064","Mechanism, Effect","'Benazepril', 'Lithium', InteractionType.DRUG_DRUG, InteractionSeverit","'تقليل إفراز الليثيوم الكلوي بسبب تأثير مثبطات الإنزيم المحو"
"19073","Mechanism, Effect","'Bendroflumethiazide', 'Digoxin', InteractionType.DRUG_DRUG, Interacti","'نقص بوتاسيوم الدم الناتج عن المدرات يزيد من حساسية القلب لل"
"19082","Mechanism, Effect","'Bendroflumethiazide', 'Lithium', InteractionType.DRUG_DRUG, Interacti","'تقليل إفراز الليثيوم الكلوي بسبب انخفاض حجم الدم',"
"19091","Mechanism, Effect","'Bendroflumethiazide', 'Loop Diuretics', InteractionType.DRUG_DRUG, In","'تأثير مدر للبول متراكم على أجزاء مختلفة من النيفرون',"
"19100","Mechanism, Effect","'Bendroflumethiazide', 'Sulfonylureas', InteractionType.DRUG_DRUG, Int","'تأثير مضاد لإفراز الأنسولين وزيادة مقاومة الأنسولين',"
"19142","Mechanism, Effect","'Bepridil', 'Sparfloxacin', InteractionType.DRUG_DRUG, InteractionSeve","'إطالة فترة QT متراكمة من كلا الدوائين',"
"19151","Mechanism, Effect","'Bile Acid Sequestrants', 'HMG-CoA Reductase Inhibitors', InteractionT","'تشكل راتنجات حامض الصفراء معقدات مع الستاتينات في الأمعاء، "
"19160","Mechanism, Effect","'Bile Acid Sequestrants', 'Hydrocortisone', InteractionType.DRUG_DRUG,","'تشكل راتنجات حامض الصفراء معقدات مع الهيدروكورتيزون في القن"
"19169","Mechanism, Effect","'Biperiden', 'Haloperidol', InteractionType.DRUG_DRUG, InteractionSeve","'تأثير مضاد للكولين متراكم من كلا الدوائين',"
"19178","Mechanism, Effect","'Biperiden', 'Phenothiazines', InteractionType.DRUG_DRUG, InteractionS","'تأثير مضاد للكولين متراكم وتفاعل في التأثير على الجهاز العص"
"19187","Mechanism, Effect","'Bismuth Salts', 'Tetracyclines', InteractionType.DRUG_DRUG, Interacti","'تشكل أملاح البزموت معقدات غير قابلة للامتصاص مع التتراسيكلي"
"19196","Mechanism, Effect","'Bismuth Subgallate', 'Tetracyclines', InteractionType.DRUG_DRUG, Inte","'تشكل البزموت سوبغالات معقدات شيلاتية مع التتراسيكلينات',"
"19205","Mechanism, Effect","'Bismuth Subsalicylate', 'Tetracyclines', InteractionType.DRUG_DRUG, I","'تشكل البزموت سبساليسيلات معقدات غير قابلة للذوبان مع التترا"
"19214","Mechanism, Effect","'Butalbital', 'Doxycycline', InteractionType.DRUG_DRUG, InteractionSev","'تحفيز البيوتالبيتال لإنزيمات الكبد CYP3A4 المسؤولة عن استقل"
"19223","Mechanism, Effect","'Butalbital', 'Estrogens', InteractionType.DRUG_DRUG, InteractionSever","'تحفيز البيوتالبيتال لإنزيمات الكبد المسؤولة عن استقلاب الإس"
"19232","Mechanism, Effect","'Butalbital', 'Ethanol', InteractionType.DRUG_DRUG, InteractionSeverit","'تأثير تثبيطي متراكم على الجهاز العصبي المركزي من كلا المادت"
"19241","Mechanism, Effect","'Butalbital', 'Felodipine', InteractionType.DRUG_DRUG, InteractionSeve","'تحفيز البيوتالبيتال لإنزيمات الكبد CYP3A4 المسؤولة عن استقل"
"19250","Mechanism, Effect","'Butalbital', 'Griseofulvin', InteractionType.DRUG_DRUG, InteractionSe","'تحفيز البيوتالبيتال لإنزيمات الكبد المسؤولة عن استقلاب الجر"
"19259","Mechanism, Effect","'Butalbital', 'Methadone', InteractionType.DRUG_DRUG, InteractionSever","'تحفيز البيوتالبيتال لإنزيمات الكبد CYP3A4 وCYP2B6 المسؤولة "
"19268","Mechanism, Effect","'Butalbital', 'Metronidazole', InteractionType.DRUG_DRUG, InteractionS","'تحفيز البيوتالبيتال لإنزيمات الكبد المسؤولة عن استقلاب المي"
"19277","Mechanism, Effect","'Butalbital', 'Nifedipine', InteractionType.DRUG_DRUG, InteractionSeve","'تحفيز البيوتالبيتال لإنزيمات الكبد CYP3A4 المسؤولة عن استقل"
"19286","Mechanism, Effect","'Butalbital', 'Quinidine', InteractionType.DRUG_DRUG, InteractionSever","'تحفيز البيوتالبيتال لإنزيمات الكبد المسؤولة عن استقلاب الكي"
"19295","Mechanism, Effect","'Butalbital', 'Theophylline', InteractionType.DRUG_DRUG, InteractionSe","'تحفيز البيوتالبيتال لإنزيمات الكبد خاصة CYP1A2 المسؤولة عن "
"19304","Mechanism, Effect","'Bleomycin', 'Digoxin', InteractionType.DRUG_DRUG, InteractionSeverity","'قد يسبب البليوميسين تغيرات في électrolytes ووظائف الكلى الت"
"19313","Mechanism, Effect","'Bleomycin', 'Phenytoin', InteractionType.DRUG_DRUG, InteractionSeveri","'قد يقلل البليوميسين من امتصاص الفينيتوين أو يزيد من استقلاب"
"19322","Mechanism, Effect","'Bumetanide', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interactio","'تضافر السمية السمعية والكلوية من كلا الدوائين',"
"19331","Mechanism, Effect","'Bumetanide', 'Digoxin', InteractionType.DRUG_DRUG, InteractionSeverit","'نقص بوتاسيوم الدم الناتج عن البوميتانيد يزيد من حساسية القل"
"19340","Mechanism, Effect","'Cephalosporins', 'Aminoglycosides', InteractionType.DRUG_DRUG, Intera","'تأثير متراكم على السمية الكلوية والسمية العصبية',"
"19349","Mechanism, Effect","'Cephalosporins', 'Ethanol', InteractionType.DRUG_DRUG, InteractionSev","'بعض السيفالوسبورينات تثبط إنزيم ألدهيد ديهيدروجينيز مما يؤد"
"19358","Mechanism, Effect","'Cephalosporins', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSe","'تثبيط تخليق فيتامين K من البكتيريا المعوية + تأثير على وظائ"
"19367","Mechanism, Effect","'Non-Selective Beta Blockers (Propranolol, Nadolol)', 'Asthma / Reacti","'حصر مستقبلات β2 في القصبات - تقبض قصبي - تحريض نوبة ربو حاد"
"19376","Effect, Management","'Cephalothin', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interacti",""
"19378","Mechanism, Effect","'Cefonicid', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interaction","'تضافر السمية الكلوية عند الجمع بين السيفالوسبورينات والأمين"
"19387","Mechanism, Effect","'Cefoperazone', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interact","'تأثير متراكم على السمية الكلوية',"
"19396","Mechanism, Effect","'Cefoperazone', 'Ethanol', InteractionType.DRUG_DRUG, InteractionSever","'تثبيط إنزيم ألدهيد ديهيدروجينيز بواسطة السيفوبيرازون، مما ي"
"19405","Mechanism, Effect","'Cefoperazone', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSeve","'تثبيط تخليق فيتامين K من البكتيريا المعوية + تأثير على وظائ"
"19414","Mechanism, Effect","'Cefotaxime', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interactio","'تضافر السمية الكلوية بين السيفوتاكسيم والأمينوجلايكوسيدات',"
"19423","Mechanism, Effect","'Cefotetan', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interaction","'تأثير متراكم على الكلى',"
"19432","Mechanism, Effect","'Cefotetan', 'Ethanol', InteractionType.DRUG_DRUG, InteractionSeverity","'تثبيط إنزيم ألدهيد ديهيدروجينيز مما يؤدي إلى تراكم الأسيتال"
"19441","Mechanism, Effect","'Cefotetan', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSeverit","'تثبيط تخليق فيتامين K وتأثير على وظائف الصفائح',"
"19450","Effect, Management","'Cefoxitin', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interaction",""
"19452","Mechanism, Effect","'Cefoxitin', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSeverit","'تأثير على الفلورا المعوية المنتجة لفيتامين K',"
"19461","Mechanism, Effect","'Ceftazidime', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interacti","'تأثير متراكم على السمية الكلوية',"
"19470","Effect, Management","'Ceftizoxime', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interacti",""
"19472","Mechanism, Effect","'Ceftriaxone', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interacti","'تأثير متراكم على الكلى',"
"19481","Mechanism, Effect","'Ceftriaxone', 'Warfarin', InteractionType.DRUG_DRUG, InteractionSever","'تثبيط الفلورا المعوية المنتجة لفيتامين K',"
"19490","Effect, Management","'Cefuroxime', 'Aminoglycosides', InteractionType.DRUG_DRUG, Interactio",""
"19492","Mechanism, Effect","'Aspirin / NSAIDs', 'Aspirin-Exacerbated Respiratory Disease (AERD)', ","'تثبيط COX-1 - تحويل استقلاب حمض الأراكيدونيك نحو مسار الليك"
"19501","Mechanism, Effect","'Thiazolidinediones (Pioglitazone, Rosiglitazone)', 'Heart Failure', I","'احتباس الصوديوم والماء عبر تأثير كلوي - زيادة سوائل البلازم"
"19510","Mechanism, Effect","'Calcium Channel Blockers (Verapamil, Diltiazem)', 'Advanced Heart Blo","'تثبيط العقدة الجيبية الأذينية و AV Node - تباطؤ التوصيل - خ"
"19519","Mechanism, Effect","'Tricyclic Antidepressants (Amitriptyline, Imipramine)', 'Recent Myoca","'تأثيرات مضادة للكولين وحصر قنوات الصوديوم - إطالة QTc - عدم"
"19528","Mechanism, Effect","'NSAIDs (Ibuprofen, Naproxen, Aspirin)', 'Active Peptic Ulcer / Histor","'تثبيط COX-1 - انخفاض البروستاغلاندينات الحامية للمعدة - تقل"
"19537","Mechanism, Effect","'Corticosteroids (Prednisone, Dexamethasone)', 'Peptic Ulcer Disease',","'تقليل دفاعات المخاط المعدي - زيادة إفراز الحمض - تأثير تآزر"
"19546","Mechanism, Effect","'Varenicline (Champix) / Bupropion', 'Major Depression / Suicide Risk'","'تأثيرات نفسية عصبية - زيادة محتملة في الأفكار الانتحارية وا"
"19555","Mechanism, Effect","'Dopamine Agonists (Pramipexole, Ropinirole)', 'Psychotic Disorders / ","'تحفيز مستقبلات الدوبامين - تفاقم الأعراض الذهانية',"
"19564","Mechanism, Effect","'Live Vaccines (MMR, Varicella, Yellow Fever)', 'Immunosuppression / H","'ضعف المناعة يمنع الاستجابة المناعية المناسبة - خطر تحول الل"
"19573","Mechanism, Effect","'Amiodarone', 'Thyroid Disease (Hyper/Hypothyroidism)', InteractionTyp","'محتوى عالي من اليود - تثبيط تحويل T4 إلى T3 - تأثيرات مباشر"
"19582","Mechanism, Effect","'Thiazide Diuretics / Loop Diuretics', 'Gout / Hyperuricemia', Interac","'تقليل إفراز حمض اليوريك الكلوي - زيادة إعادة امتصاصه - ارتف"
"19591","Management","'Warfarin', 'Garlic (الثوم)', InteractionType.DRUG_FOOD, InteractionSe",""
"19593","Effect, Management","'Antiplatelet Drugs (Aspirin, Clopidogrel)', 'Garlic (الثوم)', Interac",""
"19595","Mechanism, Effect","'Warfarin', 'Ginkgo Biloba (الجنكة)', InteractionType.DRUG_FOOD, Inter","'تثبيط تجمع الصفائح - زيادة خطر النزيف',"
"19604","Mechanism, Effect","'Aspirin / NSAIDs', 'Ginkgo Biloba (الجنكة)', InteractionType.DRUG_FOO","'تأثير تراكمي على تثبيط الصفائح',"
"19613","Mechanism, Effect","'Anticonvulsants (Phenytoin, Carbamazepine)', 'Ginkgo Biloba (الجنكة)'","'تقليل عتبة النوبة - تحفيز استقلاب مضادات الصرع',"
"19622","Mechanism, Effect","'Warfarin', 'Ginseng (الجينسنج)', InteractionType.DRUG_FOOD, Interacti","'تقليل فعالية الوارفارين (آلية غير واضحة)',"
"19631","Mechanism, Effect","'Insulin / Antidiabetic Drugs', 'Ginseng (الجينسنج)', InteractionType.","'تأثير خافض للسكر',"
"19640","Mechanism, Effect","'MAO Inhibitors', 'Ginseng (الجينسنج)', InteractionType.DRUG_FOOD, Int","'تأثير منشط على الجهاز العصبي',"
"19649","Mechanism, Effect","'Digoxin', 'Licorice (عرق السوس)', InteractionType.DRUG_FOOD, Interact","'عرق السوس يسبب نقص البوتاسيوم - زيادة سمية الديجوكسين',"
"19658","Mechanism, Effect","'Thiazide / Loop Diuretics', 'Licorice (عرق السوس)', InteractionType.D","'كلاهما يسبب نقص البوتاسيوم',"
"19667","Mechanism, Effect","'Antihypertensive Drugs', 'Licorice (عرق السوس)', InteractionType.DRUG","'عرق السوس يرفع ضغط الدم عبر احتباس الصوديوم',"
"19676","Mechanism, Effect","'Immunosuppressants', 'Echinacea (الإشنسا)', InteractionType.DRUG_FOOD","'تحفيز الجهاز المناعي - تعارض مع مثبطات المناعة',"
"19685","Mechanism, Effect","'Hepatotoxic Drugs', 'Echinacea (الإشنسا)', InteractionType.DRUG_FOOD,","'سمية كبدية محتملة مع الاستخدام الطويل',"
"19694","Mechanism, Effect","'Benzodiazepines / Sedatives', 'Kava (الكافا)', InteractionType.DRUG_F","'تأثير تخديري تآزري',"
"19703","Mechanism, Effect","'Alcohol', 'Kava (الكافا)', InteractionType.DRUG_FOOD, InteractionSeve","'تأثير تخديري تراكمي + سمية كبدية',"
"19712","Management","'Anticoagulants / Antiplatelets', 'Ginger (الزنجبيل - جرعات عالية)', I",""
"19714","Effect, Management","'Warfarin', 'Turmeric (الكركم - جرعات عالية)', InteractionType.DRUG_FO",""
"19716","Mechanism, Effect","'Antidepressants (MAOIs, SSRIs)', 'Yohimbine (اليوهمبين)', Interaction","'زيادة الضغط والقلق',"
"19725","Mechanism, Effect","'Digoxin', 'Aloe Vera (الصبار - ملين)', InteractionType.DRUG_FOOD, Int","'الإسهال يسبب نقص البوتاسيوم',"
"19734","Mechanism, Effect","'Antidiabetic Drugs', 'Aloe Vera (عصير الصبار)', InteractionType.DRUG_","'تأثير خافض للسكر',"
"19743","Mechanism, Effect","'Digoxin', 'Oat Bran / High-Fiber Cereals (دقيق الشوفان)', Interaction","'الألياف القابلة للذوبان في دقيق الشوفان ترتبط بالديجوكسين ف"
"19752","Mechanism, Effect","'Warfarin', 'Vitamin K-Rich Foods - Detailed (الخضروات الورقية الخضراء","'فيتامين K هو عامل مساعد أساسي لتصنيع عوامل التخثر II, VII, "
"19761","Mechanism, Effect","'Propranolol', 'High-Protein Meals (وجبات غنية بالبروتين)', Interactio","'الوجبات الغنية بالبروتين تزيد الجريان الدموي الكبدي عبر زيا"
"19770","Mechanism, Effect","'Acetaminophen', 'Pectin (البكتين - موجود في التفاح والفواكه)', Intera","'البكتين هو ألياف قابلة للذوبان تشكل مادة هلامية في المعدة -"
"19779","Mechanism, Effect","'Esomeprazole', 'High-Fat Meals (وجبات غنية بالدهون)', InteractionType","'الوجبات الدسمة تؤخر تفريغ المعدة بشكل كبير (من 1 ساعة إلى 3"
"19788","Mechanism, Effect","'Acetazolamide', 'Carbonic Beverages (المشروبات الغازية)', Interaction","'الأسيتازولاميد يثبط كربونات الأنهيدراز في براعم التذوق اللس"
"19797","Mechanism, Effect","'Aluminium Hydroxide', 'Food (General)', InteractionType.DRUG_FOOD, In","'هيدروكسيد الألومنيوم يترك طعم طباشيري أو ترابي في الفم - يع"
"19806","Mechanism, Effect","'Amiodarone', 'Food (General)', InteractionType.DRUG_FOOD, Interaction","'الأميودارون يسبب تغيرات في التذوق عبر تلف براعم التذوق - تر"
"19815","Mechanism, Effect","'Metaproterenol', 'Food (General)', InteractionType.DRUG_FOOD, Interac","'موسع قصبي - يترك طعم كريه بسبب المكونات الكيميائية',"
"19824","Mechanism, Effect","'Norfloxacin', 'Food (General)', InteractionType.DRUG_FOOD, Interactio","'الفلوروكينولونات قد تسبب خلل في براعم التذوق - فقدان القدرة"
"19913","Management","'Prazosin', 'Sotalol', InteractionType.DRUG_DRUG, InteractionSeverity.",""
"19915","Effect, Management","'Prazosin', 'Timolol', InteractionType.DRUG_DRUG, InteractionSeverity.",""
"19917","Mechanism, Effect","'Propranolol', 'Barbiturates', InteractionType.DRUG_DRUG, InteractionS","'الباربيتورات تزيد من التوافر الحيوي للبروبرانولول',"
"20086","Mechanism, Effect","'Diltiazem', 'Simvastatin', InteractionType.DRUG_DRUG, InteractionSeve","'الديلتيازيم يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20095","Mechanism, Effect","'Diltiazem', 'Lovastatin', InteractionType.DRUG_DRUG, InteractionSever","'الديلتيازيم يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20104","Mechanism, Effect","'Diltiazem', 'Atorvastatin', InteractionType.DRUG_DRUG, InteractionSev","'الديلتيازيم يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20113","Mechanism, Effect","'Diltiazem', 'Quinidine', InteractionType.DRUG_DRUG, InteractionSeveri","'الديلتيازيم يثبط إنزيمات الكبد المسؤولة عن استقلاب الكينيدي"
"20122","Mechanism, Effect","'Diltiazem', 'Sirolimus', InteractionType.DRUG_DRUG, InteractionSeveri","'الديلتيازيم يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20131","Mechanism, Effect","'Diltiazem', 'Tacrolimus', InteractionType.DRUG_DRUG, InteractionSever","'الديلتيازيم يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20156","Management","'Felodipine', 'Secobarbital', InteractionType.DRUG_DRUG, InteractionSe",""
"20158","Effect, Management","'Felodipine', 'Carbamazepine', InteractionType.DRUG_DRUG, InteractionS",""
"20160","Mechanism, Effect","'Felodipine', 'Erythromycin', InteractionType.DRUG_DRUG, InteractionSe","'الاريثرومايسين يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلا"
"20169","Mechanism, Effect","'Felodipine', 'Grapefruit Juice', InteractionType.DRUG_FOOD, Interacti","'عصير الجريب فروت يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استق"
"20182","Management","'Felodipine', 'Mephenytoin', InteractionType.DRUG_DRUG, InteractionSev",""
"20184","Effect, Management","'Felodipine', 'Phenytoin', InteractionType.DRUG_DRUG, InteractionSever",""
"20186","Mechanism, Effect","'Felodipine', 'Itraconazole', InteractionType.DRUG_DRUG, InteractionSe","'الإيتراكونازول يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلا"
"20207","Management","'Nifedipine', 'Primidone', InteractionType.DRUG_DRUG, InteractionSever",""
"20209","Effect, Management","'Nifedipine', 'Secobarbital', InteractionType.DRUG_DRUG, InteractionSe",""
"20211","Mechanism, Effect","'Nifedipine', 'Cimetidine', InteractionType.DRUG_DRUG, InteractionSeve","'السيميتيدين يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20220","Effect, Management","'Nifedipine', 'Rifampin', InteractionType.DRUG_DRUG, InteractionSeveri",""
"20222","Mechanism, Effect","'Nisoldipine', 'Grapefruit Juice', InteractionType.DRUG_FOOD, Interact","'عصير الجريب فروت يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استق"
"20231","Mechanism, Effect","'Nisoldipine', 'Carbamazepine', InteractionType.DRUG_DRUG, Interaction","'الكاربامازيبين يحفز إنزيمات الكبد CYP3A4 المسؤولة عن استقلا"
"20240","Mechanism, Effect","'Nisoldipine', 'Phenytoin', InteractionType.DRUG_DRUG, InteractionSeve","'الفينيتوين يحفز إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ال"
"20249","Mechanism, Effect","'Nisoldipine', 'Rifampin', InteractionType.DRUG_DRUG, InteractionSever","'الريفامبين يحفز إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ال"
"20258","Mechanism, Effect","'Nisoldipine', 'Erythromycin', InteractionType.DRUG_DRUG, InteractionS","'الاريثرومايسين يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلا"
"20267","Mechanism, Effect","'Nisoldipine', 'Ketoconazole', InteractionType.DRUG_DRUG, InteractionS","'الكيتوكونازول يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب"
"20276","Mechanism, Effect","'Nisoldipine', 'Itraconazole', InteractionType.DRUG_DRUG, InteractionS","'الإيتراكونازول يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلا"
"20285","Mechanism, Effect","'Nisoldipine', 'Beta-Blockers', InteractionType.DRUG_DRUG, Interaction","'تأثير تآزري في خفض ضغط الدم ومعدل ضربات القلب',"
"20294","Mechanism, Effect","'Nisoldipine', 'Digoxin', InteractionType.DRUG_DRUG, InteractionSeveri","'النيسولوديبين قد يزيد من تركيز الديجوكسين في الدم',"
"20303","Mechanism, Effect","'Verapamil', 'Beta-Blockers', InteractionType.DRUG_DRUG, InteractionSe","'تأثير تآزري على تثبيط التوصيل الأذيني البطيني وتقليل انقباض"
"20312","Mechanism, Effect","'Verapamil', 'Digoxin', InteractionType.DRUG_DRUG, InteractionSeverity","'الفيراباميل يقلل من إ clearance الديجوكسين الكلوي ويغير حجم"
"20321","Mechanism, Effect","'Verapamil', 'Carbamazepine', InteractionType.DRUG_DRUG, InteractionSe","'الفيراباميل يثبط إنزيمات الكبد المسؤولة عن استقلاب الكاربام"
"20330","Mechanism, Effect","'Verapamil', 'Phenytoin', InteractionType.DRUG_DRUG, InteractionSeveri","'الفيراباميل يثبط استقلاب الفينيتوين والفينيتوين يحفز استقلا"
"20339","Mechanism, Effect","'Verapamil', 'Cyclosporine', InteractionType.DRUG_DRUG, InteractionSev","'الفيراباميل يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
"20348","Mechanism, Effect","'Verapamil', 'Simvastatin', InteractionType.DRUG_DRUG, InteractionSeve","'الفيراباميل يثبط إنزيمات الكبد CYP3A4 المسؤولة عن استقلاب ا"
